row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,202406251749_PMA_dbgi_mapp_bk_blk_post01.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_post03.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_pre02.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_post02.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_pre01.mzML Peak area,202406251749_PMA_dbgi_mapp_bk_blk_pre03.mzML Peak area,202406251749_PMA_dbgi_blk_pre01.mzML Peak area,202406251749_PMA_dbgi_003179_01_01.mzML Peak area,202406251749_PMA_dbgi_003140_01_01.mzML Peak area,202406251749_PMA_dbgi_003180_01_01.mzML Peak area,202406251749_PMA_dbgi_003214_01_01.mzML Peak area,202406251749_PMA_dbgi_003187_01_01.mzML Peak area,202406251749_PMA_dbgi_003151_01_01.mzML Peak area,202406251749_PMA_dbgi_003164_01_01.mzML Peak area,202406251749_PMA_dbgi_003101_01_01.mzML Peak area,202406251749_PMA_dbgi_003154_01_01.mzML Peak area,202406251749_PMA_dbgi_003155_01_01.mzML Peak area,202406251749_PMA_dbgi_003223_01_01.mzML Peak area,202406251749_PMA_dbgi_003198_01_01.mzML Peak area,202406251749_PMA_dbgi_003185_01_01.mzML Peak area,202406251749_PMA_dbgi_003196_01_01.mzML Peak area,
387,147.06526050902593,1.5082486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125200.195,0,0,0,0,0,0,
388,165.0758620802013,1.5082486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247769.0,0,0,0,0,0,0,
389,183.08643832274834,1.5082486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049117.4,0,0,0,0,0,0,
390,221.0422329461761,1.5082486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655298.0,0,0,0,0,0,0,
391,223.03962414369465,1.5082486,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139834.12,0,0,0,0,0,0,
392,203.05264924255496,1.5103905,,,,,,,,,,,0,0,0,0,0,0,0,144843.9,241701.47,317522.97,157809.94,502106.47,113061.91,338578.53,245976.1,0,353529.56,0,378618.62,337700.22,0,
393,360.1500340321384,1.5110843,,,,,,,,,,,0,0,0,0,0,0,0,140070.56,348841.38,268538.16,447298.2,595784.2,213209.1,359850.53,135819.0,367500.2,1216208.0,1938633.0,421330.34,572204.9,1319827.1,
394,314.14456130585927,1.513887,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10825.907,39161.133,0,0,0,
395,136.06192058211894,1.5144106,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,37655.8,0,268883.53,0,0,0,0,0,
396,127.03918805354972,1.5152199,,,,,,,,,,,0,0,0,0,0,0,0,29448.133,68790.734,66357.016,0,108131.414,0,81672.625,0,0,0,164470.89,106834.5,110847.02,154210.4,
397,198.09729862883503,1.5177802,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,159194.66,0,0,0,0,0,0,0,
398,335.0742187384243,1.5187321,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,19067.654,0,0,6601.7803,58284.492,35194.24,0,0,37027.715,
399,365.105507243689,1.5189989,,,,,,,,,,,0,0,0,0,0,0,0,46459.98,77310.2,80279.08,94229.34,217861.84,84552.66,170601.61,38370.566,94111.445,339657.38,716514.5,151176.9,357097.16,368305.44,
400,263.01642885946933,1.5221034,,,,,,,,,,,0,0,0,0,0,0,0,32776.625,16232.861,61881.684,62870.176,0,24051.53,115562.58,0,180894.16,122344.47,0,221769.81,34696.582,63019.78,
401,415.1000275328926,1.5257727,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22212.299,0,0,11120.418,0,0,8206.456,
402,205.06837334230872,1.5419754,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895535.8,0,0,0,0,0,0,
403,305.09979770702677,1.543076,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8011.1357,0,0,0,26419.62,0,0,0,
404,184.1333150920358,1.5512103,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,293490.75,0,0,0,0,0,0,0,0,0,0,
405,146.11765218607167,1.5543506,,,,,,,,,,,0,0,0,0,0,0,0,0,0,468095.06,0,0,0,0,0,0,0,0,0,0,0,
406,320.133718097947,1.5590581,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7611.0015,0,0,
407,194.966723431155,1.5596908,,,,,,,,,,,0,0,0,0,0,0,0,0,0,73084.664,29008.86,0,0,0,0,0,0,0,0,0,0,
408,121.06507630773922,1.5627283,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,94403.73,0,0,0,0,0,0,0,0,
409,152.07075080923602,1.5655327,,,,,,,,,,,0,0,0,0,0,0,0,4043119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,
410,356.1105563395914,1.5700829,,,,,,,,,,,0,0,0,0,0,0,0,7664.794,0,0,0,0,0,0,0,0,0,0,0,0,0,
411,120.08106207283079,1.574411,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7985.724,16842.105,6888.3696,18418.99,0,0,21613.947,0,0,0,0,0,
412,192.1019310429201,1.5766929,,,,,,,,,,,0,0,0,0,0,0,0,0,56188.92,0,0,77163.97,0,54369.59,0,0,0,0,118458.766,0,0,
413,251.13899155087867,1.577103,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4338.596,0,0,18181.45,0,0,0,0,0,0,0,0,
414,166.08634230548577,1.5779154,,,,,,,,,,,10567.865,10321.672,9475.589,10025.649,7812.0347,9825.25,0,17576.762,34800.61,89583.11,176550.25,89010.695,205385.75,37360.45,14761.195,226873.44,52703.594,29547.582,57833.965,48510.547,11542.326,
415,153.07382186826368,1.5791451,,,,,,,,,,,0,0,0,0,0,0,0,310266.22,0,0,0,0,0,0,0,0,0,0,0,0,0,
416,268.104008000332,1.5866152,,,,,,,,,,,0,0,0,0,0,0,0,0,6352.919,43515.996,33722.266,0,0,0,0,0,19501.777,0,16485.76,27994.967,0,
417,178.08631740369148,1.5997927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11273.546,0,0,0,0,50490.17,0,0,
418,200.12821350861273,1.6036302,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41453.758,0,0,0,0,0,
419,153.05466977197116,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,305178.12,0,0,0,0,0,0,0,0,0,0,0,0,0,
420,315.10734337088286,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,88447.61,0,0,0,0,0,0,0,0,0,0,0,0,0,
421,332.1339120349263,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,19136.668,0,0,0,0,0,0,0,0,0,0,0,0,0,
422,337.0892827770827,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,38878.523,0,0,0,0,0,0,0,0,0,0,0,0,0,
423,353.0633361073791,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,216058.08,0,0,0,0,0,0,0,0,0,0,0,0,0,
424,360.16564648997763,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,23381.445,0,0,0,0,0,0,0,0,0,0,0,0,0,
425,399.0597897901088,1.6065845,,,,,,,,,,,0,0,0,0,0,0,0,12546.907,0,0,0,0,0,0,0,0,0,0,0,0,0,
426,135.04418449527515,1.61377,,,,,,,,,,,0,0,0,0,0,0,0,38690.07,0,0,0,0,0,0,0,0,0,0,0,0,0,
427,377.1208668043831,1.614116,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16544.92,
428,187.08667223834848,1.6167927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11499.895,0,0,0,0,0,
429,867.2132871535547,1.6217552,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15134.954,
430,221.12843795828067,1.6223803,,,,,,,,,,,0,0,0,0,0,0,0,89527.92,0,0,0,0,0,0,0,0,0,0,0,0,0,
431,327.047783572398,1.6315227,,,,,,,,,,,0,0,0,0,0,0,0,6213.811,0,0,0,0,0,0,102270.78,3909.331,41801.43,28068.475,0,0,183548.27,
432,311.073732416211,1.6316017,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38857.914,0,22333.717,19839.914,0,0,101652.3,
433,289.09173777456016,1.6330234,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4928.6377,47040.383,0,39640.066,35017.88,5601.5615,0,218246.78,
434,127.03917135245361,1.6334543,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25323.598,0,23428.771,53587.27,0,0,94921.96,
435,400.14597966966915,1.6372122,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,108009.05,0,0,0,0,0,0,0,0,0,
436,347.13124500252025,1.6494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15465.965,0,0,0,
437,363.1052731869283,1.6494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23202.908,0,0,0,
438,370.20732218043406,1.6494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5592.238,0,0,0,
439,577.1341704015001,1.6511697,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51126.883,
440,355.0795430552446,1.6513627,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,68909.26,0,10247.193,0,0,0,0,17948.266,2748.5903,0,
441,151.07546011196123,1.6515054,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35822.21,0,0,
442,147.04411066782632,1.6526828,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,11118.208,0,0,0,0,30502.54,0,0,0,0,
443,330.08213424183737,1.653801,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12561.719,0,12592.178,
444,142.08632906497786,1.6635801,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794.403,
445,304.1390248434228,1.6635801,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8737.113,
446,342.0949857623824,1.6635801,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22501.047,
447,201.11217677756403,1.6662244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11521.2295,0,0,0,0,0,0,
448,209.04444924778682,1.6662244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68964.6,0,0,0,0,0,0,
449,245.06559848635712,1.6662244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47713.91,0,0,0,0,0,0,
450,262.09210882171925,1.6662244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94953.79,0,0,0,0,0,0,
451,385.14688100638193,1.6662244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10959.141,0,0,0,0,0,0,
452,408.2227329461253,1.6662244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7529.604,0,0,0,0,0,0,
453,401.1209568782763,1.6707869,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45694.934,0,6356.7207,4993.121,0,0,0,
454,337.06846557385666,1.6745955,,,,,,,,,,,0,0,0,0,0,0,0,0,26391.518,0,0,184470.6,0,36779.363,0,0,0,0,59018.363,0,0,
455,307.0813045840485,1.6767849,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8698.84,16086.352,0,0,0,
456,434.1811401711477,1.6789654,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26102.33,0,0,
457,324.22831536163386,1.6791866,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,27196.867,0,0,0,0,0,0,0,0,0,0,
458,334.1495745910679,1.6837629,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,82310.16,0,0,0,0,0,0,26361.08,0,11025.341,
459,316.13907387933676,1.6930299,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,149612.81,0,11386.888,0,0,0,0,39430.59,0,0,
460,268.1543248277325,1.694678,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,40863.98,5738.9297,0,0,0,0,210899.27,0,0,
461,239.13903036951396,1.6962252,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,37014.945,0,0,0,0,0,0,0,0,
462,250.1437854186082,1.7006692,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,19517.879,0,0,0,0,0,113766.125,0,0,
463,153.05469522675315,1.7007694,,,,,,,,,,,0,0,0,0,0,0,0,147104.97,0,0,0,0,0,0,0,0,0,0,0,0,0,
464,368.09760686744113,1.7060225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8541.513,0,0,0,
465,219.1339675115097,1.7136996,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,9475.315,0,0,0,0,9604.271,0,0,0,0,0,
466,286.1437707016093,1.7156501,,,,,,,,,,,0,0,0,0,0,0,0,0,474799.75,0,0,0,0,0,0,0,0,0,0,0,0,
467,377.11912452246804,1.7156501,,,,,,,,,,,0,0,0,0,0,0,0,0,7614.8267,0,0,0,0,0,0,0,0,0,0,0,0,
468,303.0842683591454,1.7159685,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7067.5146,0,0,8765.812,0,7584.0996,31612.463,12177.34,0,0,0,17348.234,
469,371.07410194597537,1.7174774,,,,,,,,,,,0,0,0,0,0,0,0,26276.13,0,4789.1973,0,5300.431,0,0,2143.7605,0,64848.004,39659.395,6540.677,8025.3135,39277.496,
470,171.06523786668595,1.7185407,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11883.347,5824.769,0,0,0,
471,350.14482845414165,1.7185407,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11905.673,5881.7915,0,0,0,
472,329.0634015875579,1.7187254,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137298.3,
473,336.16531534039433,1.7187254,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62391.92,
474,358.0899103948033,1.7212769,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,36136.066,8633.7,23553.18,6126.941,0,9363.298,11874.214,0,0,44362.22,
475,353.08442253690197,1.7214577,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6094.93,0,
476,365.1919442417785,1.7224677,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,12285.117,0,0,0,0,0,0,14343.19,
477,348.1290616199627,1.7238412,,,,,,,,,,,0,0,0,0,0,0,0,9993.04,0,0,0,0,3715.6912,0,0,0,0,0,0,14596.545,12850.666,
478,378.1758624333708,1.7252668,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14619.872,9917.899,0,0,11968.835,
479,355.1001531912492,1.7269821,,,,,,,,,,,0,0,0,0,0,0,0,5767.9106,0,0,0,0,0,0,0,0,27658.656,18173.15,0,4511.43,12698.253,
480,324.0995118601478,1.7275832,,,,,,,,,,,0,0,0,0,0,0,0,0,69153.78,0,0,0,0,0,0,0,0,0,0,0,0,
481,190.0862783329053,1.7283171,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277075.62,0,0,
482,342.11605212892016,1.7284788,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10362.789,0,0,0,0,0,0,0,0,11713.5205,
483,250.1073981141234,1.7290635,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,14762.912,0,0,0,0,0,0,0,0,0,
484,147.04413559976845,1.7310588,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34065.367,0,0,0,0,
485,258.07390584886286,1.7427408,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3720.893,7270.145,0,7209.2285,26061.209,0,15859.324,3724.871,0,8495.339,5740.6143,
486,220.11798836416904,1.7432694,,,,,,,,,,,0,0,0,0,0,0,0,15770.092,0,0,17034.969,26736.033,20387.646,21815.88,87908.43,8392.6,52162.293,16066.43,0,48200.17,18188.48,
487,135.04419936994134,1.7441128,,,,,,,,,,,0,0,0,0,0,0,0,21310.941,0,0,0,0,0,0,0,0,0,0,0,0,0,
488,332.13401509590557,1.7441128,,,,,,,,,,,0,0,0,0,0,0,0,59068.41,0,0,0,0,0,0,0,0,0,0,0,0,0,
489,360.16592063113484,1.7441128,,,,,,,,,,,0,0,0,0,0,0,0,20540.92,0,0,0,0,0,0,0,0,0,0,0,0,0,
490,566.2235546508122,1.7476941,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7091.115,0,0,
491,242.09983786070913,1.7480787,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15736.306,0,12434.774,0,0,8941.832,0,
492,158.0812528962053,1.7508448,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,200769.17,15748.735,6723.9927,0,0,0,0,0,0,14710.981,
493,180.0631488454959,1.754755,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,33573.09,0,0,0,0,0,0,0,0,0,
494,196.0371350858234,1.754755,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,26774.64,0,0,0,0,0,0,0,0,0,
495,303.1339236664304,1.756473,,,,,,,,,,,0,0,0,0,0,0,0,20146.453,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,242.14984942837737,1.765355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12387.118,0,0,0,0,0,0,
497,267.0484439873724,1.7699049,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30417.963,0,0,0,0,0,0,
498,188.07066760486384,1.7702317,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111085.02,0,0,
499,310.14964812777794,1.7723513,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250.065,3730.0117,5047.9854,
500,331.0791040379473,1.773017,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9709.267,0,0,0,0,11641.52,0,35093.977,11834.876,8392.105,3931.2183,45196.22,
501,145.04962003956516,1.7755997,,,,,,,,,,,0,0,0,0,0,0,0,8295.537,0,0,0,0,0,0,0,0,0,14402.428,0,0,0,
502,337.08935055835303,1.7816317,,,,,,,,,,,0,0,0,0,0,0,0,12659.392,0,0,0,8303.538,0,17222.559,0,0,0,4018.552,0,5652.06,0,
503,353.06347479585037,1.7829093,,,,,,,,,,,0,0,0,0,0,0,0,72838.34,0,0,0,18624.283,0,50294.562,0,0,0,5869.9946,0,6236.07,7840.699,
504,163.03896083389202,1.7834259,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,21375.033,0,0,0,34408.46,5851.595,0,0,0,
505,251.13866313222394,1.7866883,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,218742.6,0,0,0,0,0,8406.292,0,0,
506,315.10593102836276,1.7882258,,,,,,,,,,,0,0,0,0,0,0,0,46105.363,0,0,0,0,0,0,0,0,22072.594,0,0,0,17496.104,
507,517.1555833651762,1.7934303,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43396.223,0,0,0,
508,323.1099967985681,1.7952818,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20034.377,0,0,0,0,0,0,0,0,0,
509,328.16018366323283,1.7953757,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9302.707,0,
510,333.1155711259923,1.7953757,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34730.273,0,
511,349.08963320272244,1.7953757,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20273.992,0,
512,356.1914833094229,1.7953757,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7730.7544,0,
513,249.12348301490695,1.7957516,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,36191.91,0,0,0,0,0,0,0,0,
514,346.18589435951355,1.7976813,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9738.195,0,0,
515,155.07027674504113,1.7979456,,,,,,,,,,,0,0,0,0,0,0,0,6147.2583,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,339.0841064124064,1.8016039,,,,,,,,,,,0,0,0,0,0,0,0,0,21073.066,0,0,57021.65,0,45689.28,0,0,0,0,47321.3,0,22709.01,
517,339.04777368602885,1.8017362,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8381.752,0,0,0,0,0,0,0,0,0,0,0,
518,338.1811052829904,1.804301,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12402.032,0,0,0,19527.469,
519,192.10188865763226,1.8051997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,22471.928,0,18276.113,0,0,0,0,27393.906,0,0,
520,281.1232125252915,1.8070865,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8075.656,0,0,0,
521,326.1809852066671,1.8070865,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7177.659,0,0,0,
522,318.1547354935456,1.8078161,,,,,,,,,,,0,0,0,0,0,0,0,0,18841.033,0,0,120459.69,0,77389.055,0,0,0,0,110804.04,2567.2913,61183.59,
523,244.15439332645386,1.8095682,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12758.878,0,0,0,0,0,
524,317.0998154093826,1.8162426,,,,,,,,,,,0,0,0,0,0,0,0,0,79513.555,0,0,0,0,0,5234.448,16192.574,0,6586.33,6992.595,11077.725,36575.95,
525,317.1232558087533,1.8172822,,,,,,,,,,,0,0,0,0,0,0,0,54996.844,0,0,0,13272.07,0,13325.665,0,0,0,0,0,0,0,
526,166.0863308845435,1.8255398,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,20810.008,12848.462,27123.973,0,0,31831.213,0,0,0,0,0,
527,324.20166765573236,1.825783,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14032.318,
528,346.1134157666076,1.8265495,,,,,,,,,,,0,0,0,0,0,0,0,105405.05,0,0,0,0,0,0,0,0,0,0,0,0,0,
529,351.06856277536394,1.8265495,,,,,,,,,,,0,0,0,0,0,0,0,8025.7466,0,0,0,0,0,0,0,0,0,0,0,0,0,
530,367.0428190966457,1.8265495,,,,,,,,,,,0,0,0,0,0,0,0,10258.018,0,0,0,0,0,0,0,0,0,0,0,0,0,
531,381.07941487137737,1.8265495,,,,,,,,,,,0,0,0,0,0,0,0,12678.58,0,0,0,0,0,0,0,0,0,0,0,0,0,
532,355.0792246447722,1.8266792,,,,,,,,,,,0,0,0,0,0,0,0,21034.578,0,0,0,184783.38,0,214336.58,0,0,0,0,0,0,0,
533,362.18081939390885,1.8266792,,,,,,,,,,,0,0,0,0,0,0,0,15574.5,0,0,0,30793.223,0,46367.41,0,0,0,0,0,0,0,
534,147.04411078512405,1.8271761,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5487.3916,0,23096.764,0,0,0,0,
535,242.1499262814065,1.82939,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38084.62,0,0,0,0,0,0,
536,327.04783804390013,1.8294938,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12382.983,0,0,0,0,0,21534.105,
537,301.1257993467608,1.832877,,,,,,,,,,,0,0,0,0,0,0,0,0,14211.09,0,0,0,0,0,0,0,0,4610.3315,0,11030.441,22077.777,
538,298.1497569153029,1.8346648,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7382.979,37558.684,0,0,0,
539,339.1050075509265,1.8351738,,,,,,,,,,,0,0,0,0,0,0,0,3609.6116,0,0,0,144908.34,0,112121.305,0,0,0,0,0,0,4938.927,
540,360.16581261219585,1.8365867,,,,,,,,,,,0,0,0,0,0,0,0,16433.826,0,0,0,0,0,23074.092,0,0,0,0,0,0,0,
541,259.1289577918764,1.83694,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237943.8,0,0,0,0,0,0,
542,281.1107744361952,1.83694,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12298.371,0,0,0,0,0,0,
543,297.0849738513219,1.83694,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7378.6855,0,0,0,0,0,0,
544,448.1813246887973,1.8371229,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53735.816,0,0,
545,469.1107928453158,1.8371229,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68396.734,0,0,
546,332.1340041121621,1.8392729,,,,,,,,,,,0,0,0,0,0,0,0,278840.9,0,0,0,14506.327,5084.7144,41817.69,0,0,0,7278.1797,8734.595,0,12616.009,
547,334.1496815293057,1.8405616,,,,,,,,,,,0,0,0,0,0,0,0,9283.434,0,0,0,736415.7,0,612671.6,7225.023,0,7270.5205,7528.62,15784.281,0,53215.24,
548,137.05977029563283,1.8410462,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,36247.72,0,32366.68,0,0,0,0,0,0,0,
549,180.08664069756458,1.8410462,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,30572.365,0,20566.248,0,0,0,0,0,0,0,
550,401.0753264543174,1.8410462,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4563.3564,0,20852.969,0,0,0,0,0,0,0,
551,347.1677299112323,1.844832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12768.693,0,0,0,
552,363.14148253879614,1.844832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6353.07,0,0,0,
553,501.1604806821709,1.844832,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23680.277,0,0,0,
554,250.14375976589685,1.8467329,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,10083.3545,0,0,0,0,0,63288.387,0,0,
555,268.1543243990369,1.8467329,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,25714.424,0,0,0,0,0,122642.54,0,0,
556,388.08740022421085,1.8478036,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,24199.682,0,0,0,26860.41,0,0,0,0,
557,346.1973205941382,1.8505573,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16021.315,0,0,0,0,0,
558,303.1058621637597,1.8545189,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5129.7847,19585.967,0,5277.656,0,
559,289.07076699505853,1.8622433,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14915.681,0,0,0,0,
