cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
636	411.06905773448005	1.9596391	-1		
637	383.0739985641296	1.963191	-1		
638	332.13403845022646	1.96554	-1		
639	373.18332504177295	1.9682798	217		
640	374.1235944073694	1.9694341	111		
641	336.1053863782444	1.9700902	-1		
642	352.0794202363653	1.9700902	-1		
643	359.181224240984	1.9700902	-1		
644	178.08632316783508	1.9785299	272		
645	259.1288626446142	1.9806619	1088		
646	518.1507116195565	1.9815626	-1		
647	339.10489554561246	1.9845241	-1		
648	374.108281582039	1.9927914	35		
649	303.1414935429899	1.9935288	-1		
650	301.12636993208093	1.9965272	-1	650.0	Salidroside
651	243.08636563732773	2.0010684	-1		
652	427.12127126539934	2.0010684	-1		
653	480.1713004634769	2.0015836	127	653.0	CHEBI:182562
654	146.1176509202881	2.0042121	-1		
655	334.14964877023664	2.006686	-1		
656	298.14387791869945	2.0105157	263	656.0	10'-hydroxy-11'-methoxy-5'-methyl-5'-azaspiro[cyclohexane-1,2'-tricyclo[6.3.1.0?,��]dodecane]-1'(12'),2,5,8',10'-pentaen-4-one
657	176.10706765952236	2.0155125	-1		
658	193.1337000255445	2.0155125	35		
659	389.1784119508277	2.0169303	-1		
660	205.09723304218264	2.018798	685	660.0	TRYPTOPHAN
661	439.1235906924003	2.019221	-1		
662	360.1289683847892	2.0196583	57	662.0	Sucrose - 40.0 eV
663	188.0706528219829	2.0198936	685	663.0	Spectral Match to L-Tryptophan from NIST14
664	165.09114088271215	2.0207193	-1		
665	449.1080043093525	2.0225391	-1		
666	462.2122683515545	2.0245328	13		
667	802.1096294604049	2.0252028	-1		
668	381.0581228011182	2.025342	-1		
669	272.1281385303389	2.0267968	13	669.0	Higenamine
670	365.0844366575717	2.027647	298		
671	388.16011448851214	2.031484	-1		
672	163.03900244908624	2.0319324	80	672.0	Caffeicacid CollisionEnergy:102040
673	361.12659784689856	2.032064	606		
674	181.04954787035555	2.0329025	35	674.0	CIS-CAFFEIC ACID
675	344.1494768761627	2.033698	263		
676	345.1520770448932	2.034493	310		
677	235.1441571003121	2.035979	35		
678	343.10260278356384	2.0361948	571		
679	392.1314942633828	2.037871	190		
680	408.1055861245582	2.037871	-1		
681	284.20678473678964	2.0404577	323		
682	291.08631540445884	2.0463076	22	682.0	EPICATECHIN
683	256.1754547709227	2.046944	323		
684	726.2239157066681	2.0493636	466		
685	478.2073413990095	2.049421	-1		
686	453.1392991926637	2.0507522	22	686.0	NCGC00385785-01!(2R,3R,4S,5S,6R)-2-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol
687	135.10171022101818	2.05124	-1		
688	265.15469217133244	2.0521579	35	688.0	Massbank:PR311013 Feruloyl putrescine (isomer of 1173)
689	368.2279735146318	2.0528638	-1		
690	178.08626625298243	2.0566752	272		
691	354.0975814302325	2.0566752	38		
692	356.11307400593114	2.0566752	13		
693	376.0789054199962	2.0566752	-1		
694	378.0947330535191	2.0566752	38		
695	392.0529367410605	2.0566752	-1		
696	394.0690099231513	2.0566752	38		
697	711.2184309530486	2.0566752	13		
698	733.200197499982	2.0566752	-1		
699	466.2073388389596	2.0569227	-1		
700	303.11052781505595	2.060063	-1		
701	346.18576510751336	2.0633345	-1		
702	385.0804242814834	2.067501	47		
703	355.1019301927624	2.068404	38		
704	341.08614287390253	2.0731764	-1	704.0	ESCULIN
705	185.04448964288608	2.0765238	-1	705.0	Spectral Match to Methyl gallate from NIST14
706	364.12389050352806	2.0765238	66		
707	369.0791464683392	2.0765238	215		
708	323.1100988144237	2.080474	208		
709	339.0842129878565	2.0823617	-1		
710	379.0636005158337	2.085875	432		
711	354.17592755057103	2.085889	-1		
712	318.15480746720925	2.0861824	57	712.0	Salidroside
713	328.15460876147245	2.0885928	13		
714	579.1501379250035	2.0934443	94	714.0	Spectral Match to Procyanidin B2 from NIST14
715	330.170069484574	2.094204	13		
716	519.0746467852771	2.0956945	-1		
717	476.1917014633569	2.0961702	-1		
718	137.0597845817011	2.0975394	-1		
719	441.1007688833511	2.0975394	31		
720	479.08221885626574	2.1049905	248		
721	497.0928104762271	2.1049905	248	721.0	3,4-di-O-galloylquinic acid
722	514.1196190612919	2.1049905	-1		
723	301.12577066028905	2.1052969	-1		
724	317.0997262151375	2.1052969	-1		
725	306.16992020879644	2.1075382	-1		
726	193.0496301495059	2.112915	567		
727	211.06013262263576	2.112915	35		
728	390.13958610334055	2.112915	-1		
729	395.0949530708572	2.112915	-1		
730	411.0688766108216	2.112915	-1		
731	418.1708838144157	2.112915	-1		
732	342.1758014308285	2.1188922	90		
733	347.13132934577254	2.1188922	-1		
734	307.16859584484746	2.1214933	-1		
735	365.1053238023892	2.1226432	413		
736	297.0605201838397	2.126426	259		
737	314.0869920639664	2.126426	259		
738	321.0580960542288	2.126426	432		
739	337.0320883512199	2.1274683	-1		
740	342.11833987673185	2.1274683	-1		
741	388.1600113825221	2.1274683	-1		
742	502.11947996319145	2.1277778	-1	742.0	CHEBI:15723
743	181.04950801344805	2.1323004	35	743.0	CIS-CAFFEIC ACID
744	163.03896755351698	2.1324093	80	744.0	Caffeicacid CollisionEnergy:102040
745	228.15947561982287	2.1333137	290		
746	951.2399277454156	2.1333137	469		
747	365.0843670080678	2.1352925	-1		
748	492.2228860159455	2.1354046	13		
749	299.076238695282	2.1386697	35		
750	302.12342308190864	2.1389556	-1		
751	325.09189012922	2.1399376	35		
752	579.1499953427108	2.1405344	94	752.0	Spectral Match to Procyanidin B2 from NIST14
753	147.04410784198305	2.1433673	2		
754	331.1386803587896	2.1539688	140		
755	341.08659388091155	2.1608348	35		
756	200.1645912389022	2.161164	-1		
757	499.142314562431	2.1627936	-1		
758	465.1029972657613	2.1628513	97	758.0	Spiraeoside
759	289.07068244126594	2.163237	94		
760	577.134405663827	2.163237	94		
761	401.17824062974535	2.163948	-1		
762	314.1960937027856	2.1642683	26		
763	627.1556634422863	2.164703	-1		
764	804.1255338640619	2.1665254	109		
765	300.15947303001275	2.1697361	588	765.0	Massbank:EA278004 Codeine|(5,6)-3-Methoxy-17-methyl-7,8-didehydro-4,5-epoxymorphinan-6-ol|Methylmorphine
766	322.14122675120524	2.1697361	-1		
767	338.1150823894711	2.1697361	-1		
768	445.146938670164	2.1754372	-1		
769	468.22290037305487	2.1754372	-1		
770	261.1444849255631	2.1781478	-1		
771	387.1626688386384	2.1841035	-1		
772	322.164901826033	2.1852303	290		
773	374.15992037388577	2.1860929	-1		
774	367.0791296094073	2.186342	-1		
775	190.0498969515471	2.188842	-1		
776	265.15470159150016	2.1924489	35	776.0	Massbank:PR311013 Feruloyl putrescine (isomer of 1173)
777	147.04415789012396	2.1982377	2		
778	165.05467727651055	2.1982377	35	778.0	4-COUMARATE
779	360.1290770588657	2.1984177	396	779.0	SUCROSE
780	351.1051483436157	2.1985855	-1		
781	231.1703774466343	2.2012346	352		
782	379.0635794183116	2.2045932	432		
783	256.1155418224159	2.2047372	724		
784	207.1492906525021	2.2078612	-1		
785	406.1709694592025	2.2078612	-1		
786	346.1495965755544	2.2089193	57	786.0	(2S,3R,4S,5S,6R)-2-[4-(3-hydroxybutyl)phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol
787	374.1082889883212	2.2089953	35		
788	339.10753819920734	2.2098746	35		
789	234.1341679815356	2.211914	859		
790	339.0711342113678	2.2132535	126		
791	357.0818598008213	2.2132535	-1		
792	395.0377194218991	2.2132535	-1		
793	402.1395356240067	2.2132535	-1		
794	305.06557292225	2.2133648	94	794.0	(+/-)-Taxifolin CollisionEnergy:102040
795	248.09173559662275	2.2136831	-1		
796	365.0843736026334	2.2154033	-1		
797	388.1602528703722	2.2154033	-1		
798	401.1207823041081	2.2156858	-1		
799	384.1651310499544	2.2216644	-1		
800	386.2020391399445	2.2224844	40		
801	361.0892805436005	2.2225564	536	801.0	NCGC00384821-01_C16H18O8_Cyclohexanecarboxylic acid, 1,3,4-trihydroxy-5-[[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-, (1R,3R,4S,5R)-
802	581.1502774128818	2.2236636	-1		
803	867.212693785428	2.228489	94	803.0	Procyanidin C1 40eV
804	377.0632579768983	2.2289157	-1		
805	318.118399004454	2.2374449	454		
806	323.0737419234869	2.2386827	-1		
807	641.1347480754885	2.241705	-1		
808	326.1389914499242	2.2440236	13		
809	413.0480448702805	2.2455451	-1		
810	139.0389461940577	2.246407	975		
811	375.0920608980318	2.248727	-1		
812	397.074018719175	2.248727	31		
813	343.1023415246392	2.2487757	35		
814	449.10790761992206	2.2494688	282		
815	464.1762701888705	2.2538524	591	815.0	Phenethyl sophoroside
816	356.1339707782764	2.2541153	126		
817	727.2080403216531	2.2541153	-1		
818	627.1556888716079	2.2548745	-1	818.0	"""HERBACETIN-3,8-DIGLUCOPYRANOSIDE"""
819	291.0862947600894	2.255	22	819.0	Catechin
820	181.0495214188283	2.2558887	35	820.0	CIS-CAFFEIC ACID
821	436.1452372768972	2.25628	-1		
822	325.09189702159483	2.2579489	35		
823	289.07071353485304	2.25832	22		
824	306.09692406369084	2.25832	22		
825	329.1580322670932	2.259068	13		
826	348.1654742558737	2.259068	520		
827	163.03897899623192	2.259311	80	827.0	Caffeicacid CollisionEnergy:102040
828	328.15468742702325	2.2595527	13		
829	353.08737825172744	2.2598684	259		
830	331.17346289886177	2.2598746	13		
831	144.08090835548705	2.2612307	-1		
832	334.128359583635	2.2618067	-1		
833	350.1364856836364	2.2624748	-1		
834	292.0892493962673	2.2630556	22		
835	123.04392013106968	2.2631207	-1		
836	290.0739986014892	2.2631207	22		
837	265.154675416609	2.2660139	35	837.0	Massbank:PR311013 Feruloyl putrescine (isomer of 1173)
838	330.1702893719286	2.266483	13		
839	393.0583116053056	2.2666318	-1		
840	400.1603731447702	2.2666318	-1		
841	377.08437001944975	2.2675533	855	841.0	PD162935
842	311.05217893881905	2.2681727	-1		
843	327.0258450613976	2.2681727	-1		
844	200.16466329591373	2.268482	-1		
845	355.1024102524963	2.2684877	35	845.0	Chlorogenic acid
846	655.3019904083019	2.268482	13		
847	342.1337301009703	2.2728314	263		
848	169.04966298865372	2.2730238	-1		
849	365.10523223467936	2.2743993	-1		
850	773.2138897027239	2.2761421	182	850.0	NCGC00380464-01!3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one
851	209.1384032213171	2.2782395	-1		
852	214.10741468618264	2.2788095	-1		
853	337.1871332023932	2.2805772	-1		
854	360.1839225941358	2.2805772	-1		
855	710.2294490229872	2.2829807	466		
856	356.1493135187679	2.2848961	13		
857	193.0495147506693	2.2850118	-1		
858	362.1445407840164	2.285108	491	858.0	NCGC00380817-01
859	536.1976619243334	2.285422	467		
860	541.1530035317431	2.285422	-1		
861	557.1268568060364	2.285422	-1		
862	283.1751120038357	2.2855067	323		
863	177.0546664775186	2.288361	64	863.0	ferulic acid CollisionEnergy:102040
864	225.07580924389825	2.2890594	380	864.0	SINAPIC ACID CollisionEnergy:102040
865	404.15530098254254	2.2890594	396		
866	409.1106359024282	2.2890594	-1		
867	362.1809985302881	2.2902434	401	867.0	NCGC00385227-01_C16H24O8_beta-D-Glucopyranoside, 4-(3-hydroxypropyl)-2-methoxyphenyl
868	367.1364687388823	2.2902434	-1		
869	390.2123339711853	2.2902434	-1		
870	306.1699470863449	2.2925067	290	870.0	anisodamine CollisionEnergy:102040
871	595.1659877024226	2.295874	-1		
872	168.1384134104933	2.3003237	-1		
873	370.12862141481713	2.3003237	13		
874	316.1550515798254	2.301416	13		
875	360.12883877510967	2.3016353	-1		
876	370.207146847302	2.3041885	-1		
877	307.1766372457409	2.3046753	35	877.0	MEGxp0_000697
878	147.04412799291214	2.3082986	2		
879	346.1651571824189	2.3090947	34		
880	450.19715803626224	2.3097365	-1	880.0	Benzyl gentiobioside
881	339.1079044700324	2.3136432	-1		
882	373.20498580765417	2.3190746	-1		
883	341.08674577346835	2.320726	-1		
884	165.05468116403517	2.320746	35	884.0	4-COUMARATE
885	497.1264386756756	2.3209357	-1		
886	312.123303405556	2.3210282	-1		
887	190.08632976742064	2.3215232	341		
888	314.138849242624	2.322624	-1		
889	455.15254388452416	2.324373	-1		
890	471.12647112339687	2.324373	-1		
891	387.1259429663508	2.324656	31		
892	193.086005929071	2.3247292	-1	892.0	Spectral Match to Sinapyl alcohol from NIST14
893	197.0808914196932	2.3247292	430		
894	390.1758459178106	2.3247292	-1	894.0	Syringin
895	381.115732787469	2.3264413	-1		
896	192.10166673017287	2.3283675	-1		
897	186.1489469500959	2.328594	-1		
898	153.1274880615387	2.3322923	36		
899	315.1419769183936	2.3391633	13		
900	386.20209385965006	2.339766	-1		
901	347.1313258371438	2.346508	282		
902	309.0960933274898	2.3466072	35	902.0	CHEBI:182999
903	327.1076934303965	2.3477547	-1		
904	389.1784281829076	2.349111	-1		
905	340.19677628881857	2.3506944	-1		
906	355.1023837638097	2.3517504	35	906.0	neochlorogenic_acid
907	312.16538539601265	2.3531487	57		
908	317.1208196466578	2.3531487	298		
909	190.0499324174002	2.3532045	341		
910	718.2922006482361	2.3569095	251		
911	295.13894252652267	2.3572626	57		
912	333.0946808069626	2.3572626	-1		
913	579.1500559481408	2.3572626	94	913.0	Spectral Match to Procyanidin B2 from NIST14
914	463.1576973016989	2.3580568	-1		
915	349.08950185614435	2.3586824	-1		
916	258.16974870796867	2.3591306	290		
917	365.0635664847159	2.3603346	-1		
918	420.1499387430754	2.3623538	18		
919	344.1341319712679	2.3631644	396	919.0	(E)-3-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid
920	163.0389933075165	2.364304	80	920.0	Caffeicacid CollisionEnergy:102040
921	372.1653690240908	2.3645117	-1		
922	289.0706975154332	2.3692248	94		
923	465.10248859556566	2.369349	-1		
924	153.05475507382937	2.3711498	205		
925	332.1340595480113	2.3711498	415		
926	337.0893770995518	2.3711498	511		
927	353.0635950952112	2.3711498	481		
928	360.1659799332074	2.3711498	-1		
929	376.1601807846008	2.3719845	491	929.0	3-[4-methoxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]propanoic acid
930	197.12851390417268	2.372473	783	930.0	cyclo(L-Val-L-Pro)
931	935.2430386397716	2.3729036	469		
932	314.17510232993374	2.3734608	13		
933	639.1195241089292	2.3744664	-1		
934	342.1757442092932	2.3753953	90		
935	398.2021980811286	2.3759644	-1		
936	339.107146924338	2.3799841	35		
937	156.10167423708737	2.3821173	-1		
938	304.1540578665092	2.3821173	788	938.0	Massbank:NA002907 (-)-Scopolamine
939	177.0547045257861	2.3823042	64	939.0	FERULATE
940	356.14946406957097	2.382455	13		
941	266.15982920372795	2.3825924	-1		
942	271.1151866536576	2.3825924	327		
943	439.1576477749132	2.3842754	448		
944	272.1282840742005	2.385981	13	944.0	Higenamine
945	370.1709625827778	2.3888686	90		
946	375.1267839866373	2.3888686	306		
947	290.1383719896592	2.3894603	788		
948	386.1600358004599	2.390885	-1		
949	1155.2775130343562	2.390885	94	949.0	Procyanidin tetramer
950	195.0652829268425	2.3926904	35	950.0	FERULIC ACID
951	169.0496219745268	2.393367	483		
952	391.0999693980481	2.3935	536	952.0	NCGC00168971-02_C17H20O9_(1R,3R,4S,5R)-1,3,4-Trihydroxy-5-{[(2E)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoyl]oxy}cyclohexanecarboxylic acid
953	356.1132314974987	2.3959289	13		
954	369.11816430110144	2.3974516	35		
955	362.159898894981	2.4009194	-1		
956	407.0739813636913	2.4029202	-1		
957	397.1470732422336	2.4044867	353		
958	175.1481791762312	2.4055786	15		
959	373.183943930984	2.4058082	264		
960	211.0602499180728	2.4059045	264		
961	373.1137024488168	2.4059045	264		
962	374.1166465317156	2.4059045	264		
963	385.11292148226056	2.4059045	-1		
964	480.17145583901663	2.4070408	467		
965	411.1987551265784	2.4071643	-1		
966	213.1122235505184	2.4077182	45		
967	392.1917977845317	2.4077182	401		
968	420.222940670901	2.4077182	-1		
969	434.2750427692423	2.4086123	-1		
970	389.1572023661012	2.4102647	-1		
971	374.108237135327	2.410556	-1		
972	227.0914288369489	2.4108918	430		
973	275.07619546399525	2.4182098	-1		
974	297.0582547098261	2.4182098	31		
975	461.1655755123695	2.4182098	1022		
976	625.1404030408044	2.4182098	-1		
977	411.12622928713535	2.418346	-1		
978	153.12751995397886	2.4201946	36		
979	352.1597068643545	2.420579	72		
980	357.1150758245271	2.420579	-1		
981	257.1381625854946	2.4220095	335	981.0	(2E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one
982	483.14754056946936	2.4228714	217		
983	209.12851033955832	2.423549	35		
984	321.1920895026288	2.423549	35		
985	804.1255667645607	2.4262173	109		
986	396.25936713745904	2.4296646	90		
987	344.1499021685365	2.4297004	-1		
988	309.0969393791823	2.4302287	35	988.0	CHEBI:182999
989	423.2489335472333	2.43403	747		
990	386.1446435714903	2.4350305	-1		
991	454.2282160068784	2.4362688	335		
992	459.18367749426096	2.4362688	-1		
993	597.1816740257925	2.4364958	-1	993.0	NCGC00384752-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one
994	238.14376839077664	2.4381135	-1		
995	147.04413042538573	2.441842	2		
996	320.14883349143736	2.4465766	-1		
997	306.16993332619535	2.4503784	290	997.0	anisodamine CollisionEnergy:102040
998	611.1609653088556	2.4524894	645	998.0	3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one
999	350.2173368472217	2.452845	-1		
1000	327.1412369491142	2.4540272	-1		
1001	322.18612375439494	2.4552095	-1		
1002	441.1733402564532	2.455944	448		
1003	135.11704421375708	2.4568758	852	1003.0	Spectral Match to .alpha.-Pinene oxide from NIST14
1004	436.2180134807569	2.4580772	-1		
1005	253.0707681914133	2.4581647	237		
1006	415.1236004193763	2.4581647	237		
1007	757.2188576505848	2.4606001	182	1007.0	3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one
1008	779.2004130548025	2.4620135	-1		
1009	154.1590717928027	2.4654028	242		
1010	165.05468727399202	2.469222	35		
1011	259.0826762269736	2.4705622	-1		
1012	502.2072574540852	2.4728944	-1		
1013	433.13452971384623	2.474101	-1	1013.0	Licoagroside B
1014	455.1160935128581	2.474101	538	1014.0	NCGC00384576-01_C18H24O12_2-Methyl-4-oxo-4H-pyran-3-yl 6-O-(4-carboxy-3-hydroxy-3-methylbutanoyl)-beta-D-glucopyranoside
1015	478.1921188838342	2.474101	-1		
1016	217.1546912581216	2.4745867	-1		
1017	349.0893169426583	2.4746847	-1		
1018	344.13418487224686	2.4764717	-1		
1019	328.15442464885496	2.4773612	13		
1020	505.2256178826848	2.4796748	971		
1021	316.154533559215	2.4797778	13		
1022	147.04413391865938	2.4799252	2		
1023	398.202252407785	2.4800055	79		
1024	403.1577060375106	2.481661	-1		
1025	448.1817957675317	2.4860406	1022		
1026	337.18707133021894	2.4865592	-1		
1027	307.1748571094652	2.486666	290		
1028	339.10749825899705	2.487802	35		
1029	449.1079757834282	2.487802	282	1029.0	kaempferol 7-O-glucoside
1030	455.22516649144535	2.487802	-1		
1031	389.21700759512674	2.4884317	-1		
1032	283.08121318329546	2.490641	126		
1033	300.1077536337516	2.490641	-1		
1034	305.0631535744419	2.490641	432		
1035	321.03727024942293	2.4913094	-1		
1036	422.2385989977621	2.4927356	-1		
1037	380.2159294366872	2.4940631	-1		
1038	321.1544020890664	2.4949527	-1		
1039	343.13634245723097	2.4949527	-1		
1040	370.1286837234129	2.5002618	13		
1041	448.19699898967	2.5002618	13		
1042	373.1843065113529	2.5008707	310		
1043	453.13693256344	2.5015736	760		
1044	349.08941655619793	2.5017216	353		
1045	153.12759773606487	2.503487	36		
1046	167.07042842310557	2.503487	483		
1047	315.1804902198107	2.503487	220		
1048	333.191049747133	2.503487	-1		
1049	374.1867714892861	2.503487	264		
1050	396.25943755791656	2.503487	90		
1051	389.1784198589692	2.5062804	-1		
1052	434.18129423542473	2.50841	13		
1053	467.082235153668	2.5095165	-1		
1054	654.1302673731968	2.5095165	-1	1054.0	1,2,6-Trigalloylglucose
1055	372.1654379637248	2.5113473	-1		
1056	787.2298288858904	2.5121844	182		
1057	286.14389508925416	2.5128179	13	1057.0	1-[(4-hydroxyphenyl)methyl]-6-methoxy-1,2,3,4-tetrahydroisoquinolin-7-ol
1058	248.0917624315172	2.513147	38		
1059	395.07395742531753	2.5209002	-1		
1060	179.07039405025117	2.5212498	1039		
1061	197.08097932256925	2.5212498	803		
1062	562.1921088593971	2.5217898	582		
1063	402.1759295230611	2.5221112	493		
1064	425.1418730926324	2.5260773	-1		
1065	374.14469434378685	2.5264454	396		
1066	195.0652740237064	2.5270953	35	1066.0	Ferulic acid
1067	379.10002074739657	2.5279434	298		
1068	420.1865675991687	2.5295403	79	1068.0	Icariside F2
1069	248.1280909773433	2.5313904	178		
1070	344.14940656894566	2.5313904	-1		
1071	490.2071034926452	2.5313904	808		
1072	240.15953626613552	2.5326586	290		
1073	241.16273493399217	2.5326586	290		
1074	309.0968339501028	2.5362895	35	1074.0	CHEBI:182999
1075	163.038970630927	2.5394003	80	1075.0	Spectral Match to Rosmarinic acid from NIST14
1076	177.0546448135968	2.541249	64	1076.0	ferulic acid CollisionEnergy:102040
1077	344.1341483789547	2.5427692	35		
1078	441.1158473313485	2.5440989	-1		
1079	207.0652601305316	2.5445855	1055	1079.0	SINAPIC ACID CollisionEnergy:102040
1080	225.0758025793409	2.5445855	380	1080.0	SINAPIC ACID CollisionEnergy:102040
1081	507.1684728105893	2.545608	-1		
1082	300.159482983683	2.5470843	13	1082.0	N-methylcoclaurine
1083	192.10192719347103	2.5483944	676		
1084	235.06013349046776	2.5486598	234		
1085	253.07071017022523	2.5486598	-1		
1086	275.052625745749	2.5486598	-1		
1087	399.1286448820099	2.5486598	140		
1088	867.212948481867	2.5493279	94	1088.0	Procyanidin C1 40eV
1089	409.1105193770925	2.5497851	-1		
1090	327.1075887163302	2.549963	35		
1091	288.14418222084413	2.5507298	-1	1091.0	Phenylmethyl-glucopyranoside
1092	356.11287349106755	2.5509448	52		
1093	389.15762527665095	2.5521555	-1		
1094	165.05469063483753	2.559392	35		
1095	406.164392850376	2.5606892	-1		
1096	293.09964377715625	2.561089	-1		
1097	187.1805362730508	2.561994	-1	1097.0	C6_0_N-Acyl_Putrescine
1098	595.1660211471107	2.567681	-1	1098.0	NCGC00385832-01!5,7-dihydroxy-3-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one [IIN-based: Match]
1099	375.0687353808104	2.5705392	-1		
1100	377.0844541345325	2.5705392	855	1100.0	Spectral Match to Chlorogenic acid from NIST14
1101	354.17593510413207	2.5719423	-1		
1102	359.1312667344934	2.5719423	-1		
1103	291.0863321242141	2.5720556	22	1103.0	Catechin
1104	372.1290433935085	2.5728426	-1		
1105	355.10234442133134	2.5742493	35	1105.0	Chlorogenic acid
1106	370.1133560961841	2.574698	259		
1107	139.03881129886398	2.5747986	673		
1108	163.03885583267518	2.5747986	-1	1108.0	Spectral Match to Chicoric acid from NIST14
1109	289.07068281690727	2.5760825	22		
1110	579.1498512972171	2.5767245	94	1110.0	Procyanidin B3 40eV
1111	373.18343596176567	2.5767555	-1		
1112	147.0441048745898	2.577904	2		
1113	245.1859798294165	2.579412	-1		
1114	445.1616982203567	2.581098	-1		
1115	293.1165368197347	2.5824592	701		
1116	423.1795566310799	2.5824592	701		
1117	398.2021124487202	2.5825295	-1		
1118	481.1315926318154	2.5828357	-1		
1119	294.1184891907812	2.585473	72		
1120	299.0738141842523	2.585473	31		
1121	425.1415821956111	2.5885332	282		
1122	448.2176966877762	2.5940976	-1		
1123	361.0894247715139	2.5961564	-1		
1124	556.2390918287965	2.5963988	251	1124.0	CHEBI:182258
1125	445.1342819475901	2.5975282	35		
1126	370.1708079553477	2.6050117	90		
1127	375.1261420868749	2.6050117	306		
1128	315.1803893249003	2.6053486	220		
1129	333.190966197572	2.6053486	-1		
1130	420.18662696869774	2.605871	79	1130.0	Icariside F2
1131	339.1075404890124	2.6068468	35		
1132	135.1169860142886	2.607883	-1		
1133	153.1274962869561	2.607883	36		
1134	362.18097603473	2.6080995	401	1134.0	NCGC00385227-01_C16H24O8_beta-D-Glucopyranoside, 4-(3-hydroxypropyl)-2-methoxyphenyl
1135	346.1496578022339	2.6088686	57		
1136	351.10506972199914	2.6088686	-1		
1137	432.2593226630144	2.609493	-1		
1138	561.1944435376549	2.6099153	313		
1139	295.10273104163525	2.6111875	-1	1139.0	(4R,5S or 4S,5R)-4-hydroxy-5-((?-D-glucopyranosyloxy)methyl)dihydrofuran-2(3H)-one
1140	411.16263972385855	2.6117418	-1		
1141	773.2160001352479	2.6129837	-1	1141.0	NCGC00380464-01!3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one
1142	189.12742251963584	2.6131566	997		
1143	370.1287244555705	2.6175234	111	1143.0	NCGC00180546-03!
1144	225.14852283514327	2.6177967	500		
1145	207.1380330061257	2.617992	4		
1146	404.2280978690916	2.617992	500	1146.0	CHEBI:180933
1147	409.183425051639	2.6195543	-1		
1148	123.04433778925636	2.621205	673		
1149	151.0391346994496	2.621205	2		
1150	221.08092950427388	2.621205	557		
1151	418.171164462536	2.621205	329		
1152	439.100147943536	2.621205	-1		
1153	350.13706888934985	2.6225753	-1		
1154	382.0932089789971	2.6225753	-1		
1155	655.3033948143851	2.6225753	13		
1156	471.1838638362544	2.6230333	-1		
1157	147.04408449393796	2.6249068	2		
1158	457.1681785854775	2.6261475	-1		
1159	735.2109537689169	2.6261475	-1		
1160	396.2593443593809	2.6278226	90		
1161	374.1448020030812	2.628417	396		
1162	379.1000649802076	2.628417	161		
1163	395.0740044804247	2.628417	-1		
1164	402.1759837331141	2.628417	-1		
1165	328.15467212845306	2.6317077	13	1165.0	isoboldine
1166	392.1915838775421	2.6322339	401		
1167	462.1607537790724	2.635234	35		
1168	177.0546754664082	2.637681	64	1168.0	ferulic acid CollisionEnergy:102040
1169	504.22295744381455	2.6381347	683		
1170	291.1737499281523	2.638664	-1		
1171	224.1393546496953	2.6389735	510		
1172	371.1678584877866	2.6389735	-1		
1173	335.073721432441	2.644802	230		
1174	289.07067011394264	2.6448133	94		
1175	321.19210773102304	2.646593	35		
1176	470.2286694727357	2.648948	804		
1177	404.1552230925938	2.6500947	396		
1178	195.0652648310377	2.651486	35	1178.0	FERULIC ACID
